label,text
"""Human""","“Circular self test path (CSTP) is an attractive technique for testing digital integrated circuits(IC) in the nanometer era, because it can easily provide at-speed test with small test data volume and short test application time. However, CSTP cannot reliably attain high fault coverage because of difficulty of testing random-pattern-resistant faults. This paper presents a deterministic CSTP (DCSTP) structure that consists of a DCSTP chain and jumping logic, to attain high fault coverage with low area overhead. Experimental results on ISCAS'89 benchmarks show that 100% fault coverage can be obtained with low area overhead and CPU time, especially for large circuits.”"
"""AI""","“This paper introduces a deterministic Circular Self Test Path (DCSTP) structure as an enhanced technique for testing nanometer-era digital integrated circuits (ICs). The DCSTP employs a combination of a DCSTP chain and jumping logic to address the challenge of achieving high fault coverage, particularly for random-pattern-resistant faults. This approach offers advantages in terms of fault coverage, area overhead, and CPU time. Experimental results conducted on ISCAS'89 benchmarks demonstrate the effectiveness of the DCSTP structure, achieving 100% fault coverage with minimal area overhead and CPU time, particularly for larger circuits. This advancement holds promise for enhancing the testing of digital ICs in the context of nanometer technology.”"
"""Human""","“In the era of Internet economics, e-business has become one of the most important strategic factors for enterprise development, so theoretical systems are needed to help enterprises develop e-business transformation strategies. A review of enterprise transformation theory identified five critical organization dimensions of e-business transformation, corporate strategy and vision transformation, organizational structure, product and market transformation, business process transformation, and corporate culture transformation. An e-business transformation process model was developed based on the five dimensions. This model can help enterprises to more effectively implement e-business transformation strategies.”"
"""AI""","“In the context of Internet economics, e-business has emerged as a crucial strategic element for enterprise growth, prompting the need for theoretical frameworks to guide effective e-business transformation strategies. Drawing from a comprehensive assessment of enterprise transformation theory, this study identifies five pivotal dimensions that underpin e-business transformation: corporate strategy and vision transformation, organizational structure, product and market transformation, business process transformation, and corporate culture transformation. Building upon these dimensions, an e-business transformation process model is formulated, offering enterprises a structured approach to implement e-business transformation strategies with greater efficacy. This model holds significant potential to guide enterprises through the intricate landscape of e-business adaptation and growth.”"
"""Human""","“An analytical expression is presented for the susceptibility of liquid cast iron to solidify according to the Fe-C-X metastable system (also known as the chilling tendency of cast iron, CT). The analysis incorporates the nucleation and growth processes associated with the eutectic transformation. The CT is related to the physicochemical state of the liquid, the eutectic cells in the flake graphite, and the number of nodules in nodular cast iron. In particular, the CT can be related to the critical wall thickness, s cr , or the chill width, W cr , in wedge shaped castings. Finally, this work serves as a guide for understanding the effect of technical factors such as the melt chemistry, the spheroidizing and inoculation practice, and the holding time and temperature on the resultant CT and chill of the cast iron. Theoretical calculations of s cr and W cr compare well with experimental data for flake graphite and nodular cast iron”"
"""AI""","“This paper presents an analytical expression to characterize the susceptibility of liquid cast iron to solidify based on the Fe-C-X metastable system, commonly referred to as chilling tendency (CT) of cast iron. The analysis incorporates the nucleation and growth processes associated with the eutectic transformation. The CT is closely tied to the physical and chemical state of the liquid, as well as the characteristics of eutectic cells in flake graphite and nodules in nodular cast iron. Notably, the CT can be linked to critical wall thickness (s cr ) or chill width (W cr ) in wedge-shaped castings. This work provides insights into how technical factors, such as melt chemistry, spheroidizing and inoculation practices, and holding time and temperature, impact the resulting CT and chill of the cast iron. Theoretical calculations for s cr and W cr demonstrate good agreement with experimental data for both flake graphite and nodular cast iron, offering valuable guidance for the optimization of cast iron properties.”"
"""Human""","“Problem-solving processes in value management (VM) workshops in the construction industry are experience-based, and the quality of these workshops depends very much on the experience of the team members. The efficiency and effectiveness of VM workshops can be improved by better reusing the experience of previous VM cases and field knowledge. This paper describes a new approach to facilitate VM workshops in the construction industry using data mining (OM) techniques. The feasibility of integrating OM techniques with VM workshops in the construction industry is demonstrated in case studies. Examples are presented to illustrate different methods of applying OM tools in VM workshops. The results show that OM techniques can help team members in VM workshops to understand their problems more clearly and to generate more ideas for current problems.”"
"""AI""","“This paper addresses the experience-based nature of problem-solving in value management (VM) workshops within the construction industry, highlighting the pivotal role of team members' expertise in workshop quality. Enhancing the efficiency and effectiveness of VM workshops is a key goal, achievable through improved utilization of past VM cases and on-site knowledge. The paper introduces an innovative approach that leverages data mining (OM) techniques to facilitate VM workshops in the construction sector. Through case studies, the feasibility of integrating OM methods within VM workshops is demonstrated. Real-world examples are provided to showcase diverse applications of OM tools in VM workshops. The findings underscore the ability of OM techniques to enhance problem comprehension and idea generation, thereby assisting VM workshop participants in attaining improved outcomes.”"
"""Human""","“This paper introduces a mesh less method based on Daubechies (DB) wavelets for 2-D elastic problems. The scaling and wavelet functions of the DB wavelet are used as basis functions to approximate the unknown field functions, so there is no need to construct costly shape functions as in the finite element method (FEM) and other meshless methods. In addition, the properties of the DB wavelets facilitate implementation of the method. The new method is used to analyze the elastic problem of a plain plate with a circle hole, and the numerical results agree well with the FEM. This method is effective and can be extended to solve complicated two or three dimensional problems.”"
"""AI""","“In this paper, a novel meshless approach based on Daubechies (DB) wavelets is introduced for addressing 2-D elastic problems. The DB wavelet's scaling and wavelet functions are harnessed as basis functions to approximate the unknown field functions. This eliminates the need for constructing elaborate shape functions as seen in finite element methods (FEM) and other meshless techniques. Moreover, the inherent properties of the DB wavelets simplify the method's implementation. The proposed approach is applied to analyze the elastic behavior of a flat plate with a circular hole, with the numerical outcomes exhibiting favorable agreement with FEM results. The method is proven effective and possesses potential for extension to tackle intricate two or three-dimensional problems.”"
"""Human""",“The accessibility of a destination-based transportation system is defined to quantify the performance of transportation systems which access a distinct destination. The access cost is used to reflect the utility of the transportation system including the fatigue and inconvenience in the total cost. The cost is quantified by two coefficients which represent the different characteristics of various people. The average cost and the income-relative accessibility are used to describe various aspects of the accessibility and to evaluate the accessibility of a destination-based system. A case study uses data from the Kunming transportation system to evaluate the accessibility of the present city airport. The calibrated coefficients are then used to evaluate the transportation system to the new Kunming international airport. The results show that this transportation accessibility evaluation can be combined with transportation planning to study transportation sub-systems.”
"""AI""","“The concept of accessibility within a destination-oriented transportation system is introduced to gauge its performance. This assessment quantifies the system's utility, factoring in elements such as fatigue and inconvenience, through an access cost metric. This cost is determined using coefficients that account for varying characteristics among individuals. The evaluation encompasses average cost and income-relative accessibility to comprehensively depict the accessibility spectrum and appraise the destination-oriented system. A practical example employs Kunming's transportation data to assess the accessibility of the existing city airport. The calibrated coefficients are subsequently employed to gauge the system's performance in connection with the new Kunming international airport. The findings underscore the utility of this accessibility evaluation methodology in tandem with transportation planning, offering insights into specific transportation sub-systems.”"
"""Human""","“An algorithm is presented for estimating the direction and strength of point light with the strength of ambient illumination. Existing approaches evaluate these illumination parameters directly in the high dimensional image space, while we estimate the parameters in two steps: first by projecting the image to an orthogonal linear subspace based on spherical harmonic basis functions and then by calculating the parameters in the low dimensional subspace. The test results using the CMU PIE database and Yale Database B show the stability and effectiveness of the method. The resulting illumination information can be used to synthesize more realistic relighting images and to recognize objects under variable illumination”"
"""AI""","“This paper introduces an algorithm for estimating the direction and intensity of point light along with ambient illumination strength. Unlike existing methods that assess these illumination parameters directly in high-dimensional image space, our approach involves a two-step process. Initially, the image is projected onto an orthogonal linear subspace using spherical harmonic basis functions, followed by parameter calculation in the low-dimensional subspace. Experimental results utilizing the CMU PIE database and Yale Database B demonstrate the method's stability and effectiveness. The obtained illumination data is useful for generating more realistic relit images and recognizing objects under varying illumination conditions.”"
"""Human""","“For a disaster whose scale includes an urban area, it is difficult to be studied with physical experiments. Numerical simulation is found a very efficient tool for such problem. This paper aims at developing an integrated urban earthquake simulation system (UESS) that uses GIS as the model source, CAD as the model generating tools, FEA as damage prediction, and virtual reality (VR) as the post-process platform. An automatic procedure was developed to buildup the 3D structural model of buildings in an urban area, as well as to simulate their earthquake performances, from the digital map of GIS. And the simulation results were presented in an integrated interface with a GIS view-port for position finding, a CAD view-port for 3D structural damage identification, and a VR view-port for 3D dynamic structural vibration display. An urban example with more than 7000 buildings was select to demonstrate the feasibility of proposed system.”"
"""AI""","“This paper introduces the development of an integrated urban earthquake simulation system (UESS) to address disasters on an urban scale, which are difficult to study through physical experiments. The UESS employs Geographic Information Systems (GIS) as the model source, Computer-Aided Design (CAD) as the model generation tool, Finite Element Analysis (FEA) for damage prediction, and Virtual Reality (VR) as the post-processing platform. An automated procedure is established to construct a 3D structural model of buildings within an urban area and simulate their earthquake responses using GIS data. Simulation outcomes are presented in an integrated interface that includes a GIS viewport for location identification, a CAD viewport for 3D structural damage assessment, and a VR viewport for displaying dynamic 3D structural vibrations. The viability of the proposed system is demonstrated through an urban example involving over 7000 buildings.”"
"""Human""","“This paper describes the problem of doing description logic (OL) reasoning with partially closed world. The issue was addressed by extending the syntax of OL SROIQ with an NBox, which specifies the predicates to close, extending the semantics with the idea of negation as failure, reducing the closed world reasoning to incremental reasoning on classical OL ontologies, and applying the syntactic approximation technology to improve the reasoning performance. Compared with the existing OBox approach, which corresponds to the relation database, the NBox approach supports deduction on closed concepts and roles. Also, the approximate reasoning can reduce reasoning complexity from N2EXPTIME-complete to PTIME-complete while preserving the correctness of reasoning for ontologies with certain properties.”"
"""AI""","“This paper addresses the challenge of performing description logic (DL) reasoning with partially closed worlds. The approach involves extending the syntax of DL SROIQ with an NBox that specifies the predicates to be closed, enhancing the semantics with the concept of negation as failure, transforming closed world reasoning into incremental reasoning on standard DL ontologies, and utilizing syntactic approximation techniques to enhance reasoning efficiency. In comparison to the existing OBox approach, which corresponds to a relational database, the proposed NBox method facilitates deduction on closed concepts and roles. Additionally, the adoption of approximate reasoning reduces reasoning complexity from being N2EXPTIME-complete to PTIME-complete, while maintaining the accuracy of reasoning for ontologies with specific characteristics.”"
"""Human""","“Quality of service (QoS) support is a key attribute for multimedia traffic including video, voice, and data in wireless local area networks (LANs) but is limited in 802.11-based wireless LANs. A polling-based scheme called the point coordination function (PCF) was developed for 802.11 LANs to support the transmission of multimedia traffic. However, the PCF is not able to meet the desired practical traffic differentiation requirements for real-time data. This paper describes a QoS support polling scheme based on the IEEE 802.11 medium access control (MAC) protocol. The scheme uses a two-level polling mechanism with the QoS classes differentiated by two different access policies. Stations with higher priority traffic such as key or real-time data form the first level and can access the common channel through an exhaustive access policy. Other stations with lower priority traffic form the second level and can access the channel through a gated access policy. A system model based on imbedded Markov chain theory and a generation function were setup to explicitly analyze the mean information packet waiting time of the two-level polling scheme. Theoretical and simulation results show that the new scheme efficiently differentiates services to guarantee better QoS and system stability”"
"""AI""","“This paper addresses the challenge of ensuring Quality of Service (QoS) for multimedia traffic like video, voice, and data within wireless local area networks (LANs), particularly in the context of 802.11-based wireless LANs. While a polling-based approach called the point coordination function (PCF) was developed for 802.11 LANs to accommodate multimedia traffic transmission, it falls short in delivering the required traffic differentiation for real-time data. This paper presents a QoS-supportive polling scheme founded on the IEEE 802.11 medium access control (MAC) protocol. The proposed approach employs a two-tier polling mechanism, with QoS classes differentiated by distinct access policies. The first tier is composed of stations with high-priority traffic, like real-time data, and follows an exhaustive access policy. Meanwhile, the second tier consists of stations with lower-priority traffic and utilizes a gated access policy. The study establishes a system model based on embedded Markov chain theory and a generation function to explicitly analyze the mean waiting time for information packets in the two-level polling scheme. Theoretical analysis and simulation results demonstrate the effectiveness of the proposed scheme in differentiating services, ensuring improved QoS, and maintaining system stability.”"
"""Human""","“A general review of the socio-economic impact of the intelligent transport system (ITS) is presented with a case study to demonstrate the data envelopment analysis method. Cost-benefit analyses are still the dominant method for evaluating ITS and other transport engineering projects, while cost effective analyses and multi-criteria appraisals are widely used to define and prioritize objectives by providing useful information for the most promising policy decisions. Both cost-benefit analyses and a data envelopment analysis method are applied to analyze the socio-economic impact of convoy driving systems. The main findings are that a convoy provides a worthwhile benefit-cost ratio when more than 30% of the traffics in the convoys and the traffic load exceeds 5500 vehicles/h for a three-lane motorway. The results also show that for a fixed percentage of convoys, increased demand will increase the data envelopment analysis method relative efficiency and that the neglect of certain output indicators of an ITS may result in underestimation of the system effects”"
"""AI""","“This paper offers a comprehensive review of the socio-economic implications of Intelligent Transport Systems (ITS) and employs a case study to illustrate the application of the Data Envelopment Analysis (DEA) method. While cost-benefit analyses remain prevalent for evaluating ITS and transportation projects, cost-effective analyses and multi-criteria appraisals are gaining traction for objective definition and prioritization. These methods aid in informing impactful policy decisions. This study employs both cost-benefit analyses and the DEA method to assess the socio-economic impact of convoy driving systems. The key findings highlight that convoy systems yield favorable benefit-cost ratios when over 30% of traffic participates in convoys and the traffic load surpasses 5500 vehicles/h on a three-lane motorway. The outcomes further demonstrate that, with a constant percentage of convoys, increased demand elevates DEA method relative efficiency. Additionally, neglecting specific output indicators of an ITS may lead to underestimations of the system's effects.”"
"""Human""","“The authors argue that travel forecasting models should be dynamic and disaggregate in their representation of demand, supply, and supply-demand interactions, and propose a framework for such models. The proposed framework consists of disaggregate activity-based representation of travel choices of individual motorists on the demand side integrated with disaggregate dynamic modeling of network performance, through vehicle-based traffic simulation models on the supply side. The demand model generates individual members of the population and assigns to them socioeconomic characteristics. The generated motorists maintain these characteristics when they are loaded on the network by the supply model. In an equilibrium setting, the framework lends itself to a fixed-point formulation to represent and resolve demand-supply interactions. The paper discusses some of the remaining development challenges and presents an example of an existing travel forecasting model system that incorporates many of the proposed elements.”"
"""AI""","“The authors advocate for the adoption of dynamic and disaggregated travel forecasting models that encompass demand, supply, and their interactions. To this end, they introduce a comprehensive framework for such models. This framework integrates a detailed activity-based portrayal of individual motorists' travel choices on the demand side with a granular, dynamic representation of network performance via vehicle-based traffic simulation models on the supply side. The demand model generates individual motorists based on socioeconomic attributes, which are preserved when they interact with the network in the supply model. In equilibrium scenarios, this framework offers a fixed-point approach to capture and address demand-supply interactions. The paper outlines existing challenges in development and offers an illustrative example of a travel forecasting model system that incorporates many components of the proposed framework.”"
"""Human""","“Investigators seek ways to effectively raise the response rate of surveys. Incentives have a great influence on response rate, retention rate, and response quality in traditional surveys. The purpose of this paper is to investigate what kinds of incentives are effective in web-based surveys. This study summarizes the research framework of previous studies on the effect of incentives in web-based surveys to show that material incentives have a significant effect on web-based surveys with prepaid incentives having a moderate influence on raising the response rate. Contingent incentives significantly reduce the response rate. These findings provide guidance for web-based investigations”"
"""AI""","“Researchers aim to enhance survey response rates and quality, particularly in web-based surveys, by exploring effective incentive strategies. Incentives have been known to impact response rates, retention rates, and response quality in conventional surveys. This paper delves into the efficacy of various incentives in the context of web-based surveys. A comprehensive review of previous studies' frameworks reveals that material incentives hold substantial sway over web-based surveys, particularly prepaid incentives, which exhibit a moderate influence in boosting response rates. In contrast, contingent incentives show a significant reduction in response rates. These insights contribute valuable guidance for optimizing web-based investigations.”"
"""Human""","“Old towns like Lijiang have enormous historic, artistic, and architectural value. The buildings in such old towns are usually made of highly combustible materials, such as wood and grass. If a fire breaks out, it will spread to multiple buildings, so fire spreading and controlling in old towns need to be studied. This paper presents a fire spread model for old towns based on cellular automaton. The cellular automaton rules were set according to historical fire data in empirical formulas. The model also considered the effects of climate. The simulation results were visualized in a geography information system. An example of a fire spread in Lijiang was investigated with the results showing that this model provides a realistic tool for predicting fire spread in old towns. Fire brigades can use this tool to predict when and how a fire spreads to minimize the losses”"
"""AI""","“Old towns like Lijiang possess significant historical, artistic, and architectural value, often constructed with highly combustible materials such as wood and thatch. Due to the potential for rapid fire propagation across multiple buildings, it is imperative to comprehensively investigate fire spread and control in these areas. This paper introduces a cellular automaton-based fire spread model tailored to old towns. The model's rules are derived from empirical formulas based on historical fire data, with considerations for climatic factors. The simulation outcomes are visualized using a geographical information system. By applying the model to a fire scenario in Lijiang, it is demonstrated that the model is an effective predictive tool for anticipating fire propagation within old towns. This model can be utilized by fire brigades to anticipate fire spread patterns and strategize mitigation measures to minimize potential losses.”"
"""Human""","“M. Hewitt: Regarding Mr Weaving's reply to Mr G. D. Walker's remarks on transformers with their windings screened by metallized paper, it is my impression that this reply is based on some misconception formed as a result of Mr Walker's wording, from which Mr Weaving apparently inferred that the individual turns had metallized paper applied to them, which is not the case, at any rate as far as multilayer cross-over type coils are concerned. For such coils “the unit” as far as shielding is concerned is a whole layer or even groups of layers and not individual turns.”"
"""AI""","“M. Hewitt responds to Mr. Weaving's reply to Mr. G. D. Walker's comments on transformers with windings screened by metallized paper. Hewitt suggests that Weaving's response may stem from a misunderstanding arising from Walker's wording. Hewitt clarifies that the application of metallized paper to individual turns is not the case, particularly in the context of multilayer cross-over type coils. In such cases, the shielding pertains to an entire layer or groups of layers rather than individual turns.”"
"""Human""","“Personalized service systems are an effective way to help users obtain recommendations for unseen items, within the enormous volume of information available based on their preferences. The most commonly used personalized service system methods are collaborative filtering, content-based filtering, and hybrid filtering. Unfortunately, each method has its drawbacks. This paper proposes a new method which unified partition-based collaborative filtering and meta-information filtering. In partition-based collaborative filtering the user-item rating matrix can be partitioned into low-dimensional dense matrices using a matrix clustering algorithm. Recommendations are generated based on these low-dimensional matrices. Additionally, the very low ratings problem can be solved using meta-information filtering. The unified method is applied to a digital resource management system. The experimental results show the high efficiency and good performance of the new approach”"
"""AI""","“This paper introduces a novel approach to personalized service systems, aimed at assisting users in finding recommendations for unseen items from the vast pool of available information based on their preferences. The conventional methods of personalized service systems—collaborative filtering, content-based filtering, and hybrid filtering—each have limitations. The proposed method combines partition-based collaborative filtering with meta-information filtering. The partition-based collaborative filtering involves dividing the user-item rating matrix into smaller, low-dimensional dense matrices using a matrix clustering algorithm, upon which recommendations are derived. Furthermore, the challenge posed by very low ratings is addressed through the integration of meta-information filtering. The effectiveness of this unified method is demonstrated through its application to a digital resource management system. The experimental results underscore the approach's efficiency and strong performance.”"
"""Human""","“Engineers tend to use different software to perform tasks such as geometry modeling, database management, numerical analysis, and visualization. This may cause decrease of productivity and loss of information during the conversion process between different data file formats. This paper presents a computer aided design (CAD) and computer aided engineering (CAE) system integration using scientific visualization tools and techniques. It deals with the development of a 3D CAD add-in for lighting analysis which uses the CAD model as 3D interface for creating a lighting scheme, processing, and visualizing 2D or 3D illuminance fields. Visualization features as color and contour mapping were developed using the visualization toolkit (VTK) toolkit. The application integrates all functionalities of the 3D CAD with tools for light sources database management, pre-processing, processing, and post-processing of illuminance fields in a single environment. This approach increases productivity and eliminates the need for different software”"
"""AI""","“This paper introduces a solution to the common problem of engineers using various software tools for different tasks, leading to reduced productivity and data loss during the conversion between different file formats. The proposed approach involves integrating computer-aided design (CAD) and computer-aided engineering (CAE) systems using scientific visualization tools and techniques. Specifically, a 3D CAD add-in for lighting analysis is developed, leveraging the CAD model as a 3D interface for creating lighting schemes and visualizing 2D or 3D illuminance fields. The visualization capabilities, including color and contour mapping, are implemented using the Visualization Toolkit (VTK). This integrated application encompasses all aspects of 3D CAD alongside tools for managing light sources, pre-processing, processing, and post-processing of illuminance fields within a unified environment. As a result, this approach enhances productivity and eliminates the need for multiple software applications.”"
"""Human""","“For text-independent speaker verification, the Gaussian mixture model (GMM) using a universal background model strategy and the GMM using support vector machines are the two most commonly used methodologies. Recently, a new SVM-based speaker verification method using GMM super vectors has been proposed. This paper describes the construction of a new speaker verification system and investigates the use of nuisance attribute projection and test normalization to further enhance performance. Experiments were conducted on the core test of the 2006 NIST speaker recognition evaluation corpus. The experimental results indicate that an SVM-based speaker verification system using GMM super vectors can achieve appealing performance. With the use of nuisance attribute projection and test normalization, the system performance can be significantly improved, with improvements in the equal error rate from 7.780/0 to 4.920/0 and detection cost function from 0.0376 to 0.0251.”"
"""AI""","“This paper focuses on text-independent speaker verification techniques, particularly exploring Gaussian mixture models (GMM) using both a universal background model approach and support vector machines (SVM) as prevalent methodologies. A novel approach involving SVM-based speaker verification with GMM super vectors is introduced. The paper outlines the creation of this new verification system and delves into the potential enhancements achieved through nuisance attribute projection and test normalization. Experiments were conducted on the 2006 NIST speaker recognition evaluation corpus, highlighting that the SVM-based speaker verification system using GMM super vectors exhibits promising performance. Furthermore, the incorporation of nuisance attribute projection and test normalization significantly enhances the system's efficacy, leading to substantial improvements in the equal error rate and the detection cost function.”"
"""Human""","“This paper represents a design and development of a mobile sensing unit as well as its prototype implementation for railway track monitoring. The unit consists of an ultra-small personal computer (PC), a global positioning system (GPS) receiver, an accelerometer and an ADC (Analog/Digital Converter) so that the unit can trace the route while capturing an acceleration response of a passenger vehicle. The unit enables more frequent and qualitative data acquisition compared with traditional and the state of the practice railway track inspection equipments. Locating disorder is the key of our unit, which has a reasonable accuracy of positioning with GPS data, existing facilities landmarks, and car acceleration responses. The proposed unit is a promising device for efficient properties management of railway agencies. The prototype implementation shows a result that car acceleration responses are related with the track displacements in low frequencies. The results also imply that sensor settlement on a vehicle floor, not axes or bogies, is effective for capturing track vertical displacements.”"
"""AI""","“This paper outlines the design and development of a mobile sensing unit along with its prototype implementation for monitoring railway tracks. Comprising components such as an ultra-small personal computer (PC), a global positioning system (GPS) receiver, an accelerometer, and an Analog/Digital Converter (ADC), this unit facilitates route tracing while capturing acceleration responses from a passenger vehicle. In comparison to conventional railway track inspection equipment, the unit offers more frequent and high-quality data acquisition. A pivotal feature of the unit is its capability to detect track anomalies, benefiting from accurate positioning via GPS data, landmarks, and car acceleration responses. The proposed unit holds promise for effective railway property management. The prototype's results demonstrate a correlation between car acceleration responses and track displacements, particularly in low frequencies. Notably, sensor placement on a vehicle's floor, rather than axes or bogies, effectively captures vertical track displacements.”"
"""Human""","“Topology design of artificial neural networks (ANNs) is an important problem for large scale applications. This paper describes a new efficient pruning method, the multi-weight optimal brain surgeon (MWOBS) method, to optimize neural network topologies. The advantages and disadvantages of the OBS and unit-OBS were analyzed to develop the method. Actually, optimized topologies are difficult to get within reasonable times for complex problems. Motivating by the mechanism of natural neurons, the MW-OBS method balances the accuracy and the time complexity to achieve better neural network performance. The method will delete multiple connections among neurons according to the second derivative of the error function, so the arithmetic converges rapidly while the accuracy of the neural network remains high. The stability and generalization ability of the method are illustrated in a Java program. The results show that the MWOBS method has the same accuracy as OBS, but time is similar to that of unit-OBS. Therefore, the MWOBS method can be used to efficiently optimize structures of neural networks for large scale applications”"
"""AI""","“This paper introduces a novel and efficient method, the multi-weight optimal brain surgeon (MWOBS) technique, for the topology design optimization of artificial neural networks (ANNs). Addressing the challenges posed by complex problems, the paper builds on the OBS and unit-OBS methods, taking into account their pros and cons. The MWOBS method draws inspiration from the behavior of natural neurons, aiming to strike a balance between accuracy and time complexity for enhanced neural network performance. By utilizing the second derivative of the error function, the MWOBS method prunes multiple connections between neurons, resulting in rapid arithmetic convergence without compromising neural network accuracy. The stability and generalization ability of the approach are validated through a Java program. The results demonstrate that MWOBS offers accuracy comparable to OBS while achieving a time efficiency similar to unit-OBS. This makes the MWOBS method a promising solution for efficiently optimizing neural network structures, particularly in large-scale applications.”"
"""Human""","“In this paper, we study the problem of rule extraction from data sets using the rough set method. For inconsistent rules due to improper selection of split-points during discretization, and/or to lack of information, we propose two methods to remove their inconsistency based on irregular decision tables. By using these methods, inconsistent rules are eliminated as far as possible, without affecting the remaining consistent rules. Experimental test indicates that use of the new method leads to an improvement in the mean accuracy of the extracted rules.”"
"""AI""","“This paper delves into the process of rule extraction from datasets utilizing the rough set approach. Addressing the challenge of inconsistent rules stemming from improper split-point selection during discretization or insufficient information, we present two techniques to rectify this inconsistency using irregular decision tables. These methods aim to effectively eliminate inconsistent rules without compromising the consistency of the remaining ones. Experimental testing demonstrates that the implementation of these novel methods contributes to enhancing the mean accuracy of the extracted rules.”"
"""Human""","“With the development of information technology, the fire safety assessment of whole structure or region based on the computer simulation has become a hot topic. However, traditionally, the concerned studies are performed separately for different objectives and difficult to perform an overall evaluation. A new multi-dimensional integration model and methodology for fire safety assessment were presented and two newly developed integrated systems were introduced to demonstrate the function of integration simulation technology in this paper. The first one is the analysis on the fire-resistant behaviors of whole structure under real fire loads. The second one is the study on fire evaluation and emergency rescue of campus based on geography information technology (GIS). Some practical examples are presented to illuminate the advantages of computer integration technology on fire safety assessment and emphasize some problems in the simulation. The results show that the multi-dimensional integration model offers a new way and platform for the integrating fire safety assessment of whole structure or region, and the integrated software developed is the useful engineering tools for cost-saving and safe design.”"
"""AI""","“As information technology continues to advance, the use of computer simulation for comprehensive fire safety assessments of entire structures or regions has gained significant attention. However, traditional approaches often tackle different objectives separately, leading to challenges in achieving an overarching evaluation. This paper introduces a novel multi-dimensional integration model and methodology for fire safety assessments, showcasing two newly developed integrated systems to highlight the capabilities of integration simulation technology. The first system addresses the analysis of fire-resistant behaviors of entire structures under realistic fire loads, while the second system focuses on fire evaluation and emergency response planning for campuses using geographic information technology (GIS). Real-world examples are provided to underscore the benefits of computer integration technology in fire safety assessment, while also shedding light on certain challenges in simulation. The results underscore the potential of the multi-dimensional integration model as a platform for comprehensive fire safety assessments of entire structures or regions, with the developed integrated software serving as valuable engineering tools for efficient and secure design practices.”"
"""Human""","“Topology design of artificial neural networks (ANNs) is an important problem for large scale applications. This paper describes a new efficient pruning method, the multi-weight optimal brain surgeon (MWOBS) method, to optimize neural network topologies. The advantages and disadvantages of the OBS and unit-OBS were analyzed to develop the method. Actually, optimized topologies are difficult to get within reasonable times for complex problems. Motivating by the mechanism of natural neurons, the MW-OBS method balances the accuracy and the time complexity to achieve better neural network performance. The method will delete multiple connections among neurons according to the second derivative of the error function, so the arithmetic converges rapidly while the accuracy of the neural network remains high. The stability and generalization ability of the method are illustrated in a Java program. The results show that the MWOBS method has the same accuracy as OBS, but time is similar to that of unit-OBS. Therefore, the MWOBS method can be used to efficiently optimize structures of neural networks for large scale applications.”"
"""AI""","“In the context of large-scale applications, the topology design of artificial neural networks (ANNs) holds significant importance. This paper introduces a novel and efficient pruning technique, known as the multi-weight optimal brain surgeon (MWOBS) method, aimed at enhancing the optimization of neural network topologies. The paper begins by analyzing the strengths and weaknesses of existing OBS and unit-OBS methods, which serve as a foundation for the development of the MWOBS approach. The optimization of complex topologies within reasonable time frames is a notable challenge, and to address this, the MWOBS method draws inspiration from the mechanisms of natural neurons. By striking a balance between accuracy and time complexity, the MW-OBS approach achieves improved neural network performance. The method involves the removal of multiple connections among neurons based on the second derivative of the error function, leading to rapid arithmetic convergence while maintaining high neural network accuracy. The effectiveness of the method's stability and generalization capabilities is demonstrated through a Java program. The results indicate that the MWOBS method offers comparable accuracy to OBS while exhibiting time efficiency similar to unit-OBS. Consequently, the MWOBS technique emerges as a valuable tool for efficiently optimizing the structures of neural networks in large-scale applications.”"
"""Human""","“This paper gives a brief description of present-day designs of Planté and pasted-plate cells. Reference is made to the floating and trickle charging of Planté batteries and the modern applications of this type of battery are examined. These applications include batteries for switch-operating purposes in power stations and substations, batteries for operating telephone exchanges and for emergency lighting purposes”"
"""AI""","“This paper provides a concise overview of the current designs of Planté and pasted-plate cells. It discusses the floating and trickle charging methods employed with Planté batteries and delves into contemporary applications for this battery type. Notably, the paper explores the utilization of Planté batteries in switch-operating functions within power stations and substations, their use in telephone exchange operations, and their role in emergency lighting applications.”"
"""Human""","“The paper describes a first attempt at using reactively loaded, pwm converters as fast dynamic filters in a power network. The principles used are described, the current fed pwm converter used discussed and experimental results given as obtained on a variable speed drive as a non — linear load. The simulated and experimental results compare very well, and the technique appears promising for further investigation.”"
